"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"81299","71149724385609775811495259560706452845098","4060741400007923359","Available","Unspecified","1012","1659923709604000","1738371662895000"
"81300","37502634360133352052888594674263926258130","4060741400007923359","Available","Unspecified","1012","1661629719759000","1738371663654000"
"81301","6905967471592309801485212260750833","4060741400311878686","Available","B1","1013","1470308880000000","1738372025637000"
"81302","324332736430326472874585685510153666462","4060741400007923339","Available","Unspecified","1013","1727795315630000","1738372084991000"
"81303","516677213844023017772238544162331185668","4060741400009046535","Available","Unspecified","1013","1714094231567000","1738372092573000"
"81304","379964471558722657845102431751878971","4060741400009046535","Available","Unspecified","1013","1713338890857000","1738372093199000"
"81305","102850290379055433072980712287758604","4060741400009046535","Available","Unspecified","1013","1715095871562000","1738372094534000"
"81306","90079712043392962014539835202074967579047220","4060741400007923323","Available","Unspecified","1013","1730813173081000","1738372447196000"
"81307","1737238690003476577897534024899841083049","4060741400007923339","UnderConsideration","Unspecified","1012","1708344249813000","1738373920046000"
"81308","5889039306624911867842377149222443476694148362","4060741400037639173","Available","Unspecified","1012","1727535674621000","1738374187389000"
"81309","303754871387686825175055683932951473846586","4060741400331163529","Proposed","C2","4060741400376470171","1614575946817000","1738374379495000"
"81310","135618011673491768289316101367100434688752","4060741400007931772","Available","C1","1013","1698420039076000","1738374550282000"
"81311","0541386714089471469025714589204745142792901","4060741400007931772","Available","Unspecified","1013","1724669535868000","1738374550661000"
"81312","3097592563960109178179881799750046038","4060741400007923380","Proposed","Unspecified","4060741400309298943","1705929236416000","1738382929992000"
"81313","49428312728133894764823948847736291732","7770000000000115523","Proposed","Unspecified","1013","1728490395396000","1738382931624000"
"81314","72357478866820129429837599907839980108","4060741400007923349","UnderConsideration","Unspecified","4060741400010084398","1733258082851000","1738383478914000"
"81315","352639427894933796136167038244811012867243","4060741400007923322","Employed","Unspecified","1011","1712692354381000","1738388452598000"
"81316","9807751055895041356942065374592702957487046","4060741400007923323","Available","B2","1012","1540131793543000","1738389176178000"
"81317","4041995853834667145568298413591418","7770000000000115524","Available","B2","1013","1485520260000000","1738389653684000"
"81318","985075000239863288794963514270801245","4060741400009046535","Employed","Unspecified","1013","1727186079839000","1738390153667000"
"81319","4376182492682430504876446779730436","4060741400037637413","Employed","Unspecified","4060741400007151466","1715109362902000","1738391711125000"
