"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"73191","8118997098804133077792119043863761635280108386","7770000000000286122","Available","Unspecified","4060741400010084400","1686217061980000","1733014941971000"
"73192","824597659665170539952613497982107651875243","7770000000000115523","Available","Unspecified","4000741400001402409","1684759810637000","1733014952931000"
"73193","26998781264193844542366319490392450457142","4060741400007923365","Employed","Unspecified","8050000000000001373","1714388729520000","1733014972090000"
"73194","9769301499901104223713799935872832945502949789","4060741400335399351","Available","B2","4060741400010084400","1635425578327000","1733014972885000"
"73195","8684814983464147820803782206371074913057570322522","4060741400007923339","Proposed","Unspecified","4000741400001402409","1729092332597000","1733015225358000"
"73196","611007005900055854970577418366144438079547","4060741400375569062","UnderConsideration","Unspecified","1013","1611917685296000","1733015266573000"
"73197","249173958049053538228726908257639988","4060741400007923380","UnderConsideration","B2","4060741400309298943","1681901617254000","1733016096473000"
"73198","40382664043612009016329066779055523123996043212","4060741400007923425","UnderConsideration","B2","8050000000000001377","1691599871366000","1733017871053000"
"73199","8015244434850277099866204719408961270078075999739","4060741400007923322","Employed","Unspecified","1013","1549912624140000","1733024774148000"
"73200","238815972183932737534197958620889819834008761","4060741400331163531","Available","Unspecified","","1733038993581000","1733038993696000"
"73201","36593261215665658905085381800656756819","7770000000000115522","Available","Unspecified","1011","1733043902172000","1733043921999000"
"73202","78208290311543405005934794160898636272","4060741400007923409","UnderConsideration","Unspecified","","1731859514508000","1733047199052000"
"73203","20617158318783150250068483375677873762","4060741400007923316","Available","B2+","1013","1578919347444000","1733047316193000"
"73204","050811808040160031572383469543471749","7770000000000115524","UnderConsideration","B2","1013","1506010968906000","1733050290421000"
"73205","6374487991635667325606583562596335390183","4060741400009046535","Proposed","Unspecified","4000741400001402409","1592826411782000","1733051006378000"
"73206","0868108885050185373696355677230801965063151","4060741400007923322","UnderConsideration","B2+","4000741400001402409","1600969084080000","1733051017188000"
"73207","974973101998597001194004779672224271374685012","4060741400007923349","Available","Unspecified","4060741400010084399","1717507391477000","1733051136717000"
"73208","04612106048361344935206146485024377026917","4060741400007923339","Available","C2","1013","1625754278070000","1733051461751000"
"73209","8662898616183341278563742317674152688","4060741400007923323","UnderConsideration","B2","1012","1662151147809000","1733052813657000"
"73210","0779899682466073001730745060988612568432","4060741400007923367","UnderConsideration","B2+","4060741400311610518","1699890714178000","1733053975257000"
"73211","29399696427955948409837397599125","4060741400009156249","Available","Unspecified","1012","1683049423617000","1733054266695000"
"73212","70598229617147563280054156501955555569683965","7770000000000115524","Available","Unspecified","1012","1604606232341000","1733054419929000"
"73213","0506927545029501347393724160238040558816779193","4060741400335399351","UnderConsideration","Unspecified","4060741400010084400","1719647105448000","1733055244697000"
