"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"54637","0017672342818118390415895772588849407889996788","4060741400007923316","UnderConsideration","Unspecified","4000741400001402409","1680005431836000","1725150479635000"
"54638","2160823425682332531557098314477267309122151","4060741400007923396","DoNotPursue","Unspecified","4000741400001402410","1700063875306000","1725152733625000"
"54639","205304639744675120430052768865857280442828676","4060741400375569062","Employed","B1","4000741400001402409","1348152240000000","1725154912360000"
"54640","57261707017670077764228927670710260767","4060741400007923331","Available","Unspecified","","1724318737674000","1725160472106000"
"54641","76712090723084336402819945392817779423096","4060741400034435063","Employed","Unspecified","1012","1653947194464000","1725166438124000"
"54642","39064786568106210028621004321967404","4060741400347222901","Available","Unspecified","1013","1725175637450000","1725175637689000"
"54643","91605759880900474037979734471771592944301010","7770000000002524013","UnderConsideration","Unspecified","1012","1723469873484000","1725185643875000"
"54644","32339796643459705292143590813419781560652969","4060741400007923316","Available","B1","1013","1555952571886000","1725188901595000"
"54645","490532111045624780859859545986055871366412","4060741400007923359","Available","Unspecified","4000741400001402409","1704898199340000","1725189453620000"
"54646","7560774078145097191895852753690904","7770000000000115524","Available","Unspecified","","1707149411822000","1725189476625000"
"54647","97674374873656386505325446800223298852621","4060741400007923415","UnderConsideration","Unspecified","4060741400005179325","1678877618146000","1725189744691000"
"54648","71604649326424946763704827041742588857560","4060741400009046535","Available","Unspecified","4000741400001402409","1713793271020000","1725189818243000"
"54649","3012172769451778274955405314290587240598340","4060741400007923322","UnderConsideration","Unspecified","1012","1625681451910000","1725190512760000"
"54650","061523983954602737838613149924536","7770000000000115524","Available","Unspecified","1012","1715683777428000","1725191339715000"
"54651","7582910721668694587053569264666160247","4060741400335399351","Available","Unspecified","4060741400010084400","1712751301303000","1725193632994000"
"54652","382500911180258403277730278001803573796974671016","4060741400007923314","UnderConsideration","B2","4060741400376470170","1530207422615000","1725194976591000"
"54653","588294641467455688693550047499849547185","4060741400044112185","Proposed","B2","8050000000000000147","1721299106993000","1725195194995000"
"54654","46191206855810869751677168099734538178629","4060741400007923398","UnderConsideration","Unspecified","","1718098152150000","1725195300990000"
"54655","36317790183790684891579684891227383121","4060741400007923314","UnderConsideration","B2","4060741400376470172","1435060320000000","1725195988492000"
"54656","873304246100688994876121217422546","4060741400007923316","UnderConsideration","A2","1013","1345463460000000","1725196088955000"
"54657","208287455688618857895259395390174","4060741400009156249","UnderConsideration","B1","1013","1359556200000000","1725196136202000"
"54658","185028870445861153236097831011315748","4060741400007923322","UnderConsideration","B1","1013","1486915080000000","1725196295667000"
"54659","937206410159024546766788716671165563784533","4060741400007923322","Available","A2","1012","1445532780000000","1725196511425000"
"54660","7106753164330927527815587537495665596952","4060741400007923323","UnderConsideration","B2","4000741400001402409","1570607741784000","1725196973541000"
"54661","9321260023254886012469130151130626999043981","4060741400007923344","UnderConsideration","Unspecified","","1582723983349000","1725197406118000"
"54662","32864945266165531761135810975937397987871","4060741400007923322","Available","C2","4000741400001402409","1611308899888000","1725197770171000"
"54663","999692079586058299371766102490574193373001924","4060741400007923361","Available","Unspecified","4060741400035739700","1606182006422000","1725198127938000"
"54664","43983788808051050800647011654918829165711","4060741400335399357","Available","Unspecified","4060741400010084398","1605529931776000","1725198505664000"
"54665","30821313844880213909294213795062647698709","4060741400007931772","Proposed","B2","1012","1629902541655000","1725198724394000"
"54666","38500079062168280204461988876068643021992058","4060741400007923355","UnderConsideration","C1","1013","1612442604218000","1725199380364000"
"54667","342716745685985730270065534009640259175","4060741400378686793","UnderConsideration","Unspecified","1013","1636144746317000","1725199730150000"
"54668","15747093048745735244110966519594543014931","4060741400007923322","Available","B1","1013","1622479332792000","1725200205792000"
"54669","043844201614492361025166116492328523424","4060741400009046535","Booked","Unspecified","1013","1683834439191000","1725200765435000"
"54670","23463436439599023618029258253979989435","4060741400007923322","Available","Unspecified","1013","1624085285808000","1725200963025000"
"54671","462659365175250274275766838609135378","4060741400007923376","Proposed","C1","4060741400309298943","1660141630028000","1725201343622000"
"54672","5184217240572488737792403113175053444","7770000000000115522","Available","B2","1013","1660834214555000","1725201349926000"
"54673","9679346417172300587821927176760313186603","4060741400335399357","Available","C1","4060741400010084399","1642189686286000","1725202786745000"
"54674","18117783692799716531897422099669356881511523","4060741400007923322","UnderConsideration","C1","1013","1636993430936000","1725202867524000"
"54675","840959114546132732312862315698695008208","4060741400383094599","UnderConsideration","Unspecified","4000741400001402379","1716904510783000","1725203034805000"
"54676","309778484599088866045341167333576940973181","4060741400007923323","Available","A2","1013","1632832757363000","1725203552897000"
"54677","48825058780757404215043460018328199725166918","4060741400007923323","UnderConsideration","B2","1013","1716978702179000","1725204020205000"
"54678","885068052412512586602764693797118391609411381","4060741400007923318","UnderConsideration","Unspecified","4000741400001402386","1723745116626000","1725204575509000"
"54679","4701650907464039362324721574631184322","4060741400375569062","UnderConsideration","C2","1013","1660122943610000","1725205134031000"
"54680","65701065785764864775973102717305495232991384","4060741400007923323","Available","B2","1012","1659557712790000","1725205287480000"
"54681","659257945323253482612752128568089410004389382","4060741400389506201","Proposed","C1","4060741400029899545","1685034789230000","1725205588076000"
"54682","208452387756262465159685107601047000413","4060741400007923323","Available","Unspecified","1013","1710692412427000","1725205642793000"
"54683","2213744234518488601545118674709628105","4060741400007923318","UnderConsideration","Unspecified","4000741400001402404","1706031071089000","1725205864881000"
"54684","2067178876719503115679569345792260992873","4060741400007923316","UnderConsideration","C2","4000741400001402409","1655949039571000","1725207241117000"
"54685","78135465465487909910303368125731415678834737","4060741400007923322","UnderConsideration","Unspecified","","1676567615497000","1725207462521000"
"54686","794371156178453172777816056349820081","4060741400007923359","UnderConsideration","C1","1012","1660786744687000","1725207583848000"
"54687","09784326897407990571301152906746197327","4060741400007923322","UnderConsideration","Unspecified","1011","1665995724509000","1725207612482000"
"54688","406934759033045177921653238233717840668535","7770000000000115522","UnderConsideration","B2","4060741400029899545","1647279960096000","1725207940180000"
"54689","4054679511440697691555021896965","4060741400007923316","Available","B2","1013","1690454437890000","1725208221418000"
"54690","0464917930641119873074340495001978233291","4060741400007923415","UnderConsideration","B1","1013","1701937614307000","1725209325825000"
"54691","499887110602503861347977148217639786785554","4060741400007923322","Available","Unspecified","1012","1659972208527000","1725210621923000"
"54692","55668771238980136774012811084560733020","4060741400007923349","UnderConsideration","Unspecified","1013","1707218831197000","1725211035646000"
"54693","1581733373203382156572180238157196627","4060741400007923399","UnderConsideration","Unspecified","4000741400001402386","1716318909689000","1725211482687000"
"54694","1870384508690115348385033073074782651902","4060741400007923318","UnderConsideration","Unspecified","4000741400001402386","1718270651874000","1725211575930000"
"54695","1081644074039506483129361908798279","4060741400397044254","UnderConsideration","Unspecified","4060741400376470171","1708382108407000","1725211822255000"
"54696","270695724706847660993921431970939999051785","7770000000001943902","UnderConsideration","Unspecified","1012","1717149312864000","1725212231304000"
"54697","510201785679982668647377607480872368012","4060741400007923339","Available","C1","","1719402973014000","1725212269121000"
"54698","335229892629873515142999574107286877928","4060741400007923323","Available","Unspecified","1013","1718035856449000","1725212310078000"
"54699","795496489537006921609592478772692204750","4060741400007923316","UnderConsideration","B2+","1013","1718379778969000","1725212385971000"
"54700","36253377417693942077218828459932842415244","4060741400007923328","UnderConsideration","B2","4000741400001402384","1720729634552000","1725212690703000"
"54701","00544192975759879008501086511461424677","4060741400007923322","UnderConsideration","Unspecified","1012","1722944652349000","1725212973022000"
"54702","7810931948662102540411813789147970636754028411","4060741400009046535","Available","Unspecified","","1718199548362000","1725214258933000"
"54703","7168180477029056455238037913923970983791","7770000000000116067","Available","Unspecified","1012","1674825910820000","1725214632388000"
