"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"66938","798349757571319567146690767434189836","4060741400007923322","Available","Unspecified","4000741400001402409","1655667310796000","1730420211218000"
"66939","8975324085262366932420907901012290276698","4060741400007923323","Employed","B2","1012","1692623891213000","1730421709093000"
"66940","823822433188813669320628914073936009335671","7770000000000115522","UnderConsideration","Unspecified","1013","1645604589889000","1730423684086000"
"66941","25465876632022109733776724329491490349068614","4060741400403479618","Employed","Unspecified","1011","1661263676573000","1730425999140000"
"66942","19625742851507860093851434352994143","4060741400007923323","UnderConsideration","Unspecified","4000741400001402409","1729201503356000","1730427535137000"
"66943","94842573683121166876742620291584","7770000000000115522","UnderConsideration","Unspecified","","1730112432425000","1730444952435000"
"66944","510201785679982668647377607480872368012","4060741400007923339","Proposed","C1","1013","1719402973014000","1730446398971000"
"66945","90200221204484898799294851171155997","4060741400007923322","Available","B2","","1730446965839000","1730446965958000"
"66946","256798465528522122626297766791915977351231","4060741400378875271","UnderConsideration","Unspecified","","1730378898751000","1730447253252000"
"66947","825738575687364127020419125512727733370","4060741400403479618","UnderConsideration","Unspecified","4060741400309298943","1707303144755000","1730448659180000"
"66948","9740686903514261228636585601647173779524","4060741400007923322","Available","Unspecified","","1730449513780000","1730449513888000"
"66949","3667799745263700190464707806094798660","4060741400007923322","UnderConsideration","Unspecified","1013","1716363192143000","1730449684435000"
"66950","551788163534779143416408716784418712","4060741400007923322","Available","Unspecified","","1730451785093000","1730451785200000"
"66951","7825913392871978656760108276642832241561","4060741400007923415","Available","Unspecified","1013","1686660683878000","1730456150849000"
"66952","611007005900055854970577418366144438079547","4060741400338461278","Available","Unspecified","1012","1611917685296000","1730456399986000"
"66953","959273305191678013892385408956426840","4060741400335399357","Available","Unspecified","","1608638586733000","1730456782955000"
"66954","959273305191678013892385408956426840","4060741400335399357","UnderConsideration","Unspecified","","1608638586733000","1730456783366000"
"66955","291187146427087105839128977783825019186641088","7770000000000115522","UnderConsideration","Unspecified","1013","1697276111887000","1730456848663000"
"66956","69097444959165988092911453753691598999333","4060741400376069122","UnderConsideration","Unspecified","1013","1728647347656000","1730456972750000"
"66957","934861960318320710025345079047140375239","4060741400007923377","UnderConsideration","Unspecified","8050000000000001867","1701094763672000","1730457005866000"
"66958","669554071444209300593046285665","4060741400037639173","Available","B2+","","1730457348324000","1730457348511000"
"66959","59679774134463593837135287331645076621","7770000000002739663","UnderConsideration","Unspecified","","1730401693107000","1730457348854000"
"66960","4398170208005032195685862088597038869813132","4060741400007923314","UnderConsideration","Unspecified","4060741400376470171","1728473134320000","1730457470920000"
"66961","0341838717078620639565880527530287049296","4060741400335399351","UnderConsideration","C1","4060741400010084399","1647626411302000","1730457738157000"
"66962","669554071444209300593046285665","4060741400037639173","UnderConsideration","B2+","","1730457348324000","1730457792290000"
"66963","09496502997385945045590139559472","4060741400007923323","UnderConsideration","Unspecified","1012","1689260424303000","1730457804235000"
"66964","30702315422909724170961538789091392302911400543","7770000000000131092","UnderConsideration","Unspecified","1013","1723854305690000","1730457899829000"
"66965","42603136291134182217666922887525468061","4060741400007923323","UnderConsideration","Unspecified","1011","1728050054842000","1730457922651000"
"66966","6171503575000804244656210382784842113","4060741400007923322","UnderConsideration","A2+","1013","1587371542047000","1730458443794000"
"66967","3983795849161726844401802774672396300935536008","7770000000000165982","UnderConsideration","Unspecified","","1728808576581000","1730458944058000"
"66968","838725868719680711830611843225877344004384","4060741400007923318","UnderConsideration","C2","4000741400001402386","1600689064173000","1730458950325000"
"66969","3665813133723021220349105873898718379","120","Available","Unspecified","","1730444893110000","1730458994276000"
"66970","68950783425364628408661714526456946560295048","120","Available","Unspecified","","1730458933395000","1730459130658000"
"66971","020181143386381682632584307017975511869426950731","4060741400007923323","UnderConsideration","Unspecified","1012","1680375685314000","1730459202779000"
"66972","095180565183835317921982180427918663312036","4060741400007923316","UnderConsideration","Unspecified","4000741400001402409","1706270850832000","1730459577753000"
"66973","40002868125970735446140589480491245919","4060741400007923323","UnderConsideration","B2","1013","1729196835727000","1730460189386000"
"66974","95003135590369137603215244150860407077187","4060741400007923322","UnderConsideration","Unspecified","1013","1727475615201000","1730460368269000"
"66975","23495049832625302002308214151710646879622416","4060741400037639173","Available","C1","1013","1648735599525000","1730460399668000"
"66976","011989251845670168619443616402120208","4060741400007923323","UnderConsideration","B1","1013","1648872318036000","1730460401339000"
"66977","7494023998423270991831193193576646456039","4060741400007923325","UnderConsideration","Unspecified","4060741400010084399","1670915822475000","1730460483280000"
"66978","625342129468102464656681844233288461","4060741400007923323","Proposed","Unspecified","1012","1722296292520000","1730460609058000"
"66979","600797602867443281614748044084061099304508","4060741400007923316","UnderConsideration","Unspecified","1013","1727901614280000","1730460643960000"
"66980","52547558548499379076346773616742556233","4060741400007923314","UnderConsideration","Unspecified","4060741400376470170","1722549752728000","1730460674448000"
"66981","1820314972720849063289833677316922190913514264","4060741400347222901","UnderConsideration","Unspecified","1013","1727432293953000","1730461089808000"
"66982","7369757954858737895059731085974541021031","4060741400007923359","UnderConsideration","Unspecified","1012","1729519253871000","1730461106059000"
"66983","125548181395970309579069691373909642832039338","4060741400037637413","UnderConsideration","Unspecified","4060741400007151467","1712661611330000","1730464209462000"
"66984","0963064161648347866165578456686115865086415","4060741400007923323","UnderConsideration","C2","1013","1718223319648000","1730464227287000"
"66985","6974552249996066741571300154272","4060741400007923359","Proposed","Unspecified","1013","1727884517315000","1730464247856000"
"66986","988522856714073226893536974440768","4060741400007923380","UnderConsideration","Unspecified","4060741400309298943","1728378854343000","1730466011460000"
"66987","68950783425364628408661714526456946560295048","4060741400007923380","Available","Unspecified","","1730458933395000","1730466061456000"
"66988","8603310558968941226176104822537615077","4060741400007923328","UnderConsideration","C1","4000741400001402384","1658493736866000","1730466906309000"
"66989","5889039306624911867842377149222443476694148362","4060741400037639173","UnderConsideration","Unspecified","1013","1727535674621000","1730467290077000"
