"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"35096","2588442446861636469201075287185549063218","4060741400007923380","UnderConsideration","Unspecified","8050000000000001869","1676376481049000","1711930201664000"
"35097","8478734104822141905861195722038670863200","4060741400335399351","Available","Unspecified","4060741400010084400","1661181639455000","1711933238299000"
"35098","89503288488774721576386812614018354578359","4060741400007923322","Available","Unspecified","","1687790270793000","1711933249376000"
"35099","6382762361965465541215330021561","4060741400009156249","Available","Unspecified","1013","1653617141989000","1711933290840000"
"35100","71149724385609775811495259560706452845098","4060741400007923359","Available","Unspecified","1013","1659923709604000","1711933303125000"
"35101","4743477732388437286849834981861263981144","4060741400331163531","Available","Unspecified","4060741400376470172","1705388231599000","1711933484423000"
"35102","6601891664463485305502952089346991416288","4060741400009156250","Available","Unspecified","1012","1709130470659000","1711933522450000"
"35103","86031829322463532909523525122676598514173","7770000000000115522","Available","Unspecified","","1709291451075000","1711933532326000"
"35104","546103466381091755943825439003400230919841","7770000000000115524","Available","Unspecified","","1706717338798000","1711934096896000"
"35105","7529045452327114512598501935286238369600750","4060741400335399351","Available","Unspecified","4060741400010084400","1624636326680000","1711934720747000"
"35106","2267894531770645589505572167316303320765","4060741400007923316","UnderConsideration","A2+","","1711698381766000","1711939085559000"
"35107","5238038644653190566656454320739334175543","4060741400007923344","Available","Unspecified","","1691589669610000","1711947687658000"
"35108","6587246456301303365104812715746978598055379","7770000000000115522","Proposed","Unspecified","4060741400010084400","1684267597312000","1711948326692000"
"35109","5650607568797368950001467210845723542698298","4060741400034944001","UnderConsideration","Unspecified","4060741400034237215","1709314931427000","1711948334639000"
"35110","122849985307511579659668973142996982","4060741400007923415","UnderConsideration","Unspecified","1013","1687939407688000","1711951281217000"
"35111","84741727029692352581401438643052012026444823745","4060741400378686793","Available","Unspecified","","1711954732149000","1711954732246000"
"35112","16214715375950823457411426921251314022","4060741400007923322","Proposed","Unspecified","1013","1690213366049000","1711955111192000"
"35113","2337628309059437354623178464594493884751798","4060741400335399351","UnderConsideration","A1+","4060741400010084399","1711609266797000","1711956005096000"
"35114","134319438929056666458504639528625206543951","4060741400007923359","Available","Unspecified","4000741400001402409","1711832411731000","1711958253324000"
"35115","5211305081291388965521246908","4060741400007923322","Proposed","Unspecified","1013","1666687075780000","1711958337310000"
"35116","6587246456301303365104812715746978598055379","7770000000000115522","UnderConsideration","Unspecified","4060741400010084400","1684267597312000","1711959079595000"
"35117","859477425225491915003854588489344","4060741400335399357","Available","Unspecified","","1620996084804000","1711960036715000"
"35118","3546965682651898645368756623215326390370461876","4060741400335399351","UnderConsideration","A2","4060741400010084399","1711337365594000","1711960276514000"
"35119","785068036822413228300792306030165509105273","4060741400007923359","Proposed","Unspecified","1013","1564949377130000","1711960277935000"
"35120","618594295101775945880212440430662952254789","4060741400007923323","UnderConsideration","C2","1012","1711928009523000","1711961084069000"
"35121","0083333438459617087095612972625600174131","120","UnderConsideration","Unspecified","","1711358593118000","1711961602929000"
"35122","561396892214475727131714577027925059481","4060741400037637413","UnderConsideration","Unspecified","4060741400007151463","1710235811334000","1711961914521000"
"35123","98747706414530046238276505447677023","4060741400007923359","Available","Unspecified","1013","1679050600617000","1711962016351000"
"35124","729018162615114560570193002351616575","4060741400037637413","UnderConsideration","Unspecified","4060741400007151463","1663165255112000","1711962454745000"
"35125","49307012120856946442708612454077570040564","7770000000000115524","UnderConsideration","C2","1013","1628343646206000","1711962553334000"
"35126","6141812782335163040642685382","4060741400007923344","Available","B2","4000741400001402409","1690217419073000","1711962586199000"
"35127","844814374229808426493584448368661113834056","4060741400007923322","UnderConsideration","Unspecified","1013","1708353311932000","1711962621733000"
"35128","34546555320114100963047027156592101302636598","4060741400335399351","UnderConsideration","B2","4060741400010084399","1648706761787000","1711962699691000"
"35129","047619922436176609121097645573733409666506972","4060741400007923323","UnderConsideration","Unspecified","4060741400376470169","1709752916825000","1711963507283000"
"35130","16442291359047169911741820649335615011036","4060741400007923344","Available","Unspecified","4000741400001402409","1685796009059000","1711964594902000"
"35131","27898270944773035235884866500645852335143769123","4060741400007923344","Available","Unspecified","4000741400001402409","1686064753868000","1711965668855000"
