"_offset","job_function_id","base_name","category","is_active","level","track","seniority_level","seniority_index","_created_micros","_updated_micros"
"13129","8050000000000001869","Functional Consulting","Delivery","true","3","B","B3","6","1696418555764000","1696419149407000"
"11864","8050000000000001891","Consulting Analysis","Consulting","true","5","A","A5","5","1702988555460000","1702989159413000"
"13097","8050000000000001891","Consulting Analysis","Consulting","true","5","A","A5","5","1702988555460000","1702998246678000"
"11976","8050000000000001906","Digital Marketing","Delivery","true","4","A","A4","4","1706277008980000","1706277426472000"
"13108","8050000000000001906","Digital Marketing","Delivery","true","4","A","A4","4","1706277008980000","1706277426472000"
"10992","1021","Custom","Other","false","1","O","O1","0","1638957366307000","1638957366307000"
"10099","108","Students","Other","true","","O","O","0","1638957366307000","1638957366307000"
"11006","4","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"11000","4000629602170009682","Custom","Other","false","1","O","O1","0","1638957366307000","1638957366307000"
"8251","4000629602170011144","Human Resources","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"13514","4000629602170011210","Administration","Corporate Services","false","1","A","A1","1","1638957366307000","1638957366307000"
"13317","4000741400001402373","Project Management","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"13311","4000741400001402376","Project Management","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"11834","4000741400001402377","DB Development and Administration","Delivery","true","2","A","A2","2","1638957366308000","1638957366308000"
"10986","4000741400001402378","Custom","Other","false","2","O","O2","0","1638957366307000","1638957366307000"
"9954","4000741400001402385","Technical Writing","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"12331","4000741400001402389","Management","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"13468","4000741400001402395","Software Engineering","Delivery","true","5","A","A5","5","1638957366307000","1638957366307000"
"11830","4000741400001402397","DB Development and Administration","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"9751","4000741400001402399","Business Analysis","Delivery","false","5","A","A5","5","1638957366308000","1656425954343000"
"13227","4000741400001402399","Business Analysis","Delivery","false","5","A","A5","5","1638957366308000","1656425954343000"
"11833","4000741400001402400","DB Development and Administration","Delivery","true","5","A","A5","5","1638957366308000","1638957366308000"
"13229","4000741400001402404","Business Analysis","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"12322","4000741400001402406","Maintenance & Support","Other","false","4","A","A4","4","1638957366308000","1638957366308000"
"13467","4000741400001402409","Software Engineering","Delivery","true","4","A","A4","4","1638957366307000","1638957366307000"
"12251","4000741400001402420","Maintenance & Support","Other","false","3","A","A3","3","1638957366308000","1638957366308000"
"8071","4000741400001402834","Performance Optimization","Delivery","true","1","A","A1","1","1638957366308000","1638957366308000"
"8344","4000741400001402838","Performance Optimization","Delivery","true","5","A","A5","5","1638957366308000","1638957366308000"
"10981","4000741400003008820","Custom","Other","false","2","O","O2","0","1638957366307000","1638957366307000"
"10984","4000741400003008831","Custom","Other","false","4","O","O4","0","1638957366307000","1638957366307000"
"10991","4000741400003008832","Custom","Other","false","5","O","O5","0","1638957366307000","1638957366307000"
"12295","4000741400007577189","Trainees","Other","false","","O","O","0","1638957366308000","1638957366308000"
"8253","4000741400013581116","Test Automation","Delivery","false","2","A","A2","2","1638957366308000","1638957366308000"
"8305","4000741400013581119","Test Automation","Delivery","false","3","A","A3","3","1638957366308000","1638957366308000"
"8385","4000741400013581127","Test Automation","Delivery","false","5","A","A5","5","1638957366308000","1638957366308000"
"13350","4060741400005179327","Architecture","Delivery","true","3","B","B3","6","1638957366307000","1638957366307000"
"12961","4060741400007151463","Data Analysis","Delivery","true","2","A","A2","2","1638957366308000","1638957366308000"
"12962","4060741400007151466","Data Analysis","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"13459","4060741400007382308","Account Management","Business","false","1","B","B1","4","1638957366307000","1638957366307000"
"13511","4060741400007382313","Administration","Corporate Services","false","1","A","A1","1","1638957366307000","1638957366307000"
"11458","4060741400007382314","Legal","Corporate Services","false","1","A","A1","1","1638957366307000","1638957366307000"
"12252","4060741400007382317","Practice Management","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"12323","4060741400007382324","Business Unit Management","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"12273","4060741400007382325","Business Unit Management","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"12316","4060741400007382328","Global Delivery","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"8471","4060741400007382338","Human Resources","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"12286","4060741400007382341","Global Operations","Other","false","1","A","A1","1","1638957366308000","1638957366308000"
"12340","4060741400007382342","Global Operations","Other","false","1","A","A1","1","1638957366308000","1638957366308000"
"13477","4060741400007382353","Resource Management","Delivery","true","3","B","B3","6","1638957366307000","1638957366307000"
"13478","4060741400007382355","Resource Management","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"10996","4060741400007382357","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"13438","4060741400007382362","Business Consulting","Consulting","true","4","B","B4","7","1638957366307000","1638957366307000"
"12268","4060741400007514477","End-User IT Support","Other","false","1","A","A1","1","1638957366308000","1638957366308000"
"12287","4060741400007514480","End-User IT Support","Other","false","4","A","A4","4","1638957366308000","1638957366308000"
"13023","4060741400007514504","Service Desk","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"9958","4060741400007514505","Service Desk","Delivery","false","5","A","A5","5","1638957366308000","1658317995363000"
"13025","4060741400007514505","Service Desk","Delivery","false","5","A","A5","5","1638957366308000","1658317995363000"
"12328","4060741400007533962","UX Design","Other","false","4","A","A4","4","1638957366308000","1638957366308000"
"9617","4060741400007533991","Content Strategy","Delivery","false","2","A","A2","2","1638957366308000","1653466165263000"
"9615","4060741400007533992","Content Strategy","Delivery","false","3","A","A3","3","1638957366308000","1653466165263000"
"12255","4060741400007533999","Content Copywriting","Other","false","4","A","A4","4","1638957366308000","1638957366308000"
"12317","4060741400007534000","Content Copywriting","Other","false","5","A","A5","5","1638957366308000","1638957366308000"
"12163","4060741400007554770","Marketing","Business","true","3","A","A3","3","1638957366307000","1638957366307000"
"12165","4060741400007554791","Marketing","Business","true","4","A","A4","4","1638957366307000","1638957366307000"
"12265","4060741400008307073","Global Mobility","Other","false","1","A","A1","1","1638957366308000","1638957366308000"
"13517","4060741400008308460","Administration","Corporate Services","false","2","A","A2","2","1638957366307000","1638957366307000"
"12338","4060741400008575867","Language Training","Other","false","4","A","A4","4","1638957366308000","1638957366308000"
"12266","4060741400008966589","Human Resource Management new","Other","false","2","B","B2","5","1638957366308000","1638957366308000"
"12303","4060741400008966590","Human Resource Management new","Other","false","3","B","B3","6","1638957366308000","1638957366308000"
"12271","4060741400008966600","Human Resource Management new","Other","false","5","B","B5","8","1638957366308000","1638957366308000"
"12280","4060741400009246280","Scientist","Other","false","4","A","A4","4","1638957366307000","1638957366307000"
"8420","4060741400009678140","Training and Development","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"8054","4060741400009678148","Training and Development","Corporate Services","false","3","A","A3","3","1638957366308000","1638957366308000"
"13551","4060741400010084399","Systems Engineering","Delivery","true","2","A","A2","2","1638957366308000","1638957366308000"
"13445","4060741400010085671","Application Support","Delivery","true","2","A","A2","2","1638957366308000","1638957366308000"
"13449","4060741400010085682","Application Support","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"13285","4060741400034237215","Delivery Management","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"8315","4060741400034406493","Human Resources","Corporate Services","false","2","A","A2","2","1638957366308000","1638957366308000"
"13456","4060741400034466965","Account Management","Business","true","3","B","B3","6","1638957366307000","1638957366307000"
"12166","4060741400034527456","Marketing","Business","false","1","A","A1","1","1638957366307000","1638957366307000"
"12277","4060741400034576878","Language Training","Other","false","3","A","A3","3","1638957366308000","1638957366308000"
"12291","4060741400034576883","Language Training Management","Other","false","2","B","B2","5","1638957366307000","1638957366307000"
"8115","4060741400034959087","Algorithm Development","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"11546","4060741400035343475","Pre-Production Training and Development","Corporate Services","false","4","A","A4","4","1638957366308000","1638957366308000"
"13273","4060741400035375599","Business Development","Business","true","1","B","B1","4","1638957366307000","1638957366307000"
"13271","4060741400035375603","Business Development","Business","true","5","B","B5","8","1638957366307000","1638957366307000"
"8113","4060741400035739706","Finance","Corporate Services","true","4","A","A4","4","1638957366308000","1638957366308000"
"8261","4060741400035843789","Experience Architecture","Delivery","false","5","B","B5","8","1638957366308000","1638957366308000"
"8112","4060741400036089493","Pre-Sales","Business","false","3","A","A3","3","1638957366308000","1638957366308000"
"11457","4060741400036172608","Legal","Corporate Services","true","4","A","A4","4","1638957366307000","1638957366307000"
"13515","4060741400037048362","Administration","Corporate Services","true","3","A","A3","3","1638957366307000","1638957366307000"
"13367","4060741400037169523","Agile Coach","Delivery","true","4","B","B4","7","1638957366307000","1638957366307000"
"8208","4060741400037210555","Experience Design","Delivery","false","1","A","A1","1","1638957366308000","1638957366308000"
"8077","4060741400037210556","Experience Design","Delivery","false","2","A","A2","2","1638957366308000","1638957366308000"
"8209","4060741400037210559","Experience Design","Delivery","false","5","A","A5","5","1638957366308000","1638957366308000"
"12764","4060741400042656449","Senior Management","Other","true","","C","C","0","1638957366307000","1638957366307000"
"13386","4060741400309298941","Functional Engineering","Delivery","true","1","A","A1","1","1638957366307000","1638957366307000"
"13385","4060741400309298942","Functional Engineering","Delivery","true","2","A","A2","2","1638957366307000","1638957366307000"
"10925","4060741400311610514","Design","Delivery","true","2","A","A2","2","1638957366307000","1638957366307000"
"10938","4060741400311610516","Design","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"13293","4060741400311614142","Design Management","Delivery","true","3","B","B3","6","1638957366307000","1638957366307000"
"10441","4060741400312673242","Technology Consulting","Consulting","true","2","B","B2","5","1638957366307000","1638957366307000"
"13434","4060741400312673242","Technology Consulting","Consulting","false","2","B","B2","5","1638957366307000","1681760189645000"
"13435","4060741400312673244","Technology Consulting","Consulting","true","4","B","B4","7","1638957366307000","1638957366307000"
"13537","4060741400326561494","Corporate Functions Management","Corporate Services","true","4","B","B4","7","1638957366307000","1638957366307000"
"13040","4060741400334095784","People Services","Corporate Services","true","1","A","A1","1","1638957366307000","1638957366307000"
"13039","4060741400334095788","People Services","Corporate Services","true","2","A","A2","2","1638957366307000","1638957366307000"
"13037","4060741400334095791","People Services","Corporate Services","true","3","A","A3","3","1638957366307000","1638957366307000"
"13038","4060741400334095794","People Services","Corporate Services","true","4","A","A4","4","1638957366307000","1638957366307000"
"13506","4060741400334097633","People Management","Corporate Services","true","2","B","B2","5","1638957366307000","1638957366307000"
"13505","4060741400334097636","People Management","Corporate Services","true","5","B","B5","8","1638957366307000","1638957366307000"
"13429","4060741400335633826","Experience Consulting","Consulting","true","1","B","B1","4","1638957366307000","1638957366307000"
"13426","4060741400335633827","Experience Consulting","Consulting","true","2","B","B2","5","1638957366307000","1638957366307000"
"12177","4060741400376470169","Software Engineering in Test","Delivery","true","1","A","A1","1","1638957366307000","1638957366307000"
"12175","4060741400376470170","Software Engineering in Test","Delivery","true","2","A","A2","2","1638957366307000","1638957366307000"
"12176","4060741400376470172","Software Engineering in Test","Delivery","true","4","A","A4","4","1638957366307000","1638957366307000"
"12178","4060741400376470173","Software Engineering in Test","Delivery","true","5","A","A5","5","1638957366307000","1638957366307000"
"11517","8050000000000000089","Learning and Development Services","Corporate Services","true","3","A","A3","3","1638957366307000","1638957366307000"
"11531","8050000000000000089","Learning and Development Services","Corporate Services","false","3","A","A3","3","1638957366307000","1686063860267000"
"11284","8050000000000000091","Learning and Development Services","Corporate Services","true","5","A","A5","5","1638957366307000","1638957366307000"
"11532","8050000000000000091","Learning and Development Services","Corporate Services","false","5","A","A5","5","1638957366307000","1685994189148000"
"13201","8050000000000000126","Advanced Engineering","Delivery","true","1","B","B1","4","1638957366307000","1638957366307000"
"13202","8050000000000000130","Advanced Engineering","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"8847","8050000000000000160","Instructional Design","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"10511","8050000000000000172","Content Development","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"10508","8050000000000000173","Content Development","Delivery","true","4","A","A4","4","1638957366307000","1638957366307000"
"9966","8050000000000000174","Content Development","Delivery","false","5","A","A5","5","1638957366307000","1658318032766000"
"10512","8050000000000000174","Content Development","Delivery","false","5","A","A5","5","1638957366307000","1658318032766000"
"12052","8050000000000000245","Project Administration","Delivery","true","1","A","A1","1","1638957366307000","1638957366307000"
"12051","8050000000000000246","Project Administration","Delivery","true","2","A","A2","2","1638957366307000","1638957366307000"
"8850","8050000000000000259","Instructional Design","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"9679","8050000000000001322","Advanced Delivery","Delivery","true","5","B","B5","8","1639652818071000","1654674230175000"
"10041","8050000000000001375","Content Services","Delivery","true","2","A","A2","2","1646227972914000","1646229932111000"
"13557","8050000000000001375","Content Services","Delivery","true","2","A","A2","2","1646227972914000","1646229932111000"
"10038","8050000000000001377","Content Services","Delivery","true","3","A","A3","3","1646227972914000","1646229932111000"
"13555","8050000000000001377","Content Services","Delivery","true","3","A","A3","3","1646227972914000","1646229932111000"
"10035","8050000000000001491","Engineering Management","Delivery","true","2","B","B2","5","1651836608324000","1651836845388000"
"13299","8050000000000001491","Engineering Management","Delivery","true","2","B","B2","5","1651836608324000","1651836845388000"
"10036","8050000000000001494","Engineering Management","Delivery","true","5","B","B5","8","1651836608324000","1651836845388000"
"13295","8050000000000001494","Engineering Management","Delivery","true","5","B","B5","8","1651836608324000","1651836845388000"
"10318","8050000000000001605","Research & Insights","Delivery","true","1","A","A1","1","1669902949201000","1669903018920000"
"10323","8050000000000001605","Research & Insights","Delivery","true","1","A","A1","1","1669902949201000","1669903018920000"
"10328","8050000000000001605","Research & Insights","Delivery","false","1","A","A1","1","1669902949201000","1669903180479000"
"10319","8050000000000001608","Research & Insights","Delivery","true","4","A","A4","4","1669902949201000","1669903018920000"
"10324","8050000000000001608","Research & Insights","Delivery","true","4","A","A4","4","1669902949201000","1669903018920000"
"10329","8050000000000001608","Research & Insights","Delivery","false","4","A","A4","4","1669902949201000","1669903180479000"
"10331","8050000000000001613","Research and Insights","Delivery","true","2","A","A2","2","1669903219302000","1669903236596000"
"11462","8050000000000001613","Research and Insights","Delivery","true","2","A","A2","2","1669903219302000","1669903236596000"
"10333","8050000000000001615","Research and Insights","Delivery","true","4","A","A4","4","1669903219302000","1669903236596000"
"11459","8050000000000001615","Research and Insights","Delivery","true","4","A","A4","4","1669903219302000","1669903236596000"
"10815","8050000000000001680","Advisory Consulting","Consulting","true","3","B","B3","6","1674824866998000","1674825406786000"
"13237","8050000000000001680","Advisory Consulting","Consulting","true","3","B","B3","6","1674824866998000","1674825406786000"
"11230","8050000000000001739","Talent Development Services","Corporate Services","true","4","A","A4","4","1681986267263000","1681994403890000"
"11538","8050000000000001739","Talent Development Services","Corporate Services","true","4","A","A4","4","1681986267263000","1681994403890000"
"11860","8050000000000001885","Consulting Analysis","Consulting","true","2","A","A2","2","1702988555460000","1702989159413000"
"13100","8050000000000001885","Consulting Analysis","Consulting","true","2","A","A2","2","1702988555460000","1702998246678000"
"11861","8050000000000001887","Consulting Analysis","Consulting","true","3","A","A3","3","1702988555460000","1702989159413000"
"13098","8050000000000001887","Consulting Analysis","Consulting","true","3","A","A3","3","1702988555460000","1702998246678000"
"11975","8050000000000001900","Digital Marketing","Delivery","true","1","A","A1","1","1706277008980000","1706277426472000"
"13106","8050000000000001900","Digital Marketing","Delivery","true","1","A","A1","1","1706277008980000","1706277426472000"
"11973","8050000000000001902","Digital Marketing","Delivery","true","2","A","A2","2","1706277008980000","1706277426472000"
"13103","8050000000000001902","Digital Marketing","Delivery","true","2","A","A2","2","1706277008980000","1706277426472000"
"11972","8050000000000001904","Digital Marketing","Delivery","true","3","A","A3","3","1706277008980000","1706277426472000"
"13107","8050000000000001904","Digital Marketing","Delivery","true","3","A","A3","3","1706277008980000","1706277426472000"
"11974","8050000000000001908","Digital Marketing","Delivery","false","5","A","A5","5","1706277008980000","1706277426472000"
"13104","8050000000000001908","Digital Marketing","Delivery","false","5","A","A5","5","1706277008980000","1706277426472000"
"13469","1012","Software Engineering","Delivery","true","2","A","A2","2","1638957366307000","1638957366307000"
"13466","1013","Software Engineering","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"10985","1023","Custom","Other","false","3","O","O3","0","1638957366307000","1638957366307000"
"11002","106","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"10995","107","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"10998","109","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"10990","4000629602170008822","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"13331","4000741400001402375","Project Management","Delivery","true","4","B","B4","7","1638957366307000","1638957366307000"
"9956","4000741400001402380","Technical Writing","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"13332","4000741400001402381","Project Management","Delivery","true","1","B","B1","4","1638957366307000","1638957366307000"
"10772","4000741400001402384","Testing","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"12332","4000741400001402391","Management","Other","false","2","B","B2","5","1638957366308000","1638957366308000"
"12294","4000741400001402393","Management","Other","false","5","B","B5","8","1638957366308000","1638957366308000"
"10770","4000741400001402396","Testing","Delivery","true","5","A","A5","5","1638957366308000","1638957366308000"
"12314","4000741400001402401","Quality Assurance","Other","false","5","A","A5","5","1638957366308000","1638957366308000"
"11829","4000741400001402414","DB Development and Administration","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"13228","4000741400001402419","Business Analysis","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"8388","4000741400001402837","Performance Optimization","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"8379","4000741400001605975","Technology Consulting (Track A)","Delivery","false","1","A","A1","1","1638957366308000","1638957366308000"
"8463","4000741400001605990","Technology Consulting (Track A)","Delivery","false","2","A","A2","2","1638957366308000","1638957366308000"
"8334","4000741400001605994","Technology Consulting (Track A)","Delivery","false","4","A","A4","4","1638957366308000","1638957366308000"
"11003","4000741400003008825","Custom","Other","false","3","O","O3","0","1638957366307000","1638957366307000"
"8198","4000741400013581108","Test Automation","Delivery","false","1","A","A1","1","1638957366308000","1638957366308000"
"8199","4000741400013581125","Test Automation","Delivery","false","4","A","A4","4","1638957366308000","1638957366308000"
"13349","4060741400005179325","Architecture","Delivery","true","1","B","B1","4","1638957366307000","1638957366307000"
"12307","4060741400006213612","CFO Office","Other","false","1","C","C1","0","1638957366308000","1638957366308000"
"13452","4060741400006707511","Interim","Other","true","","O","O","0","1638957366308000","1638957366308000"
"12964","4060741400007151468","Data Analysis","Delivery","true","5","A","A5","5","1638957366308000","1638957366308000"
"12293","4060741400007382310","CFO Office","Other","false","","C","C","0","1638957366308000","1638957366308000"
"12334","4060741400007382329","Global Delivery","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"12333","4060741400007382330","Global Delivery","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"13489","4060741400007382336","Talent Acquisition","Corporate Services","false","1","A","A1","1","1638957366307000","1638957366307000"
"12168","4060741400007382347","Marketing","Business","true","5","A","A5","5","1638957366307000","1638957366307000"
"13268","4060741400007382349","Business Development","Business","false","1","B","B1","4","1638957366307000","1638957366307000"
"13436","4060741400007382359","Business Consulting","Consulting","true","1","B","B1","4","1638957366307000","1638957366307000"
"13440","4060741400007382360","Business Consulting","Consulting","true","2","B","B2","5","1638957366307000","1638957366307000"
"13439","4060741400007382361","Business Consulting","Consulting","true","3","B","B3","6","1638957366307000","1638957366307000"
"10670","4060741400007514485","IT Infrastructure Support","Corporate Services","true","3","A","A3","3","1638957366308000","1638957366308000"
"10781","4060741400007514485","IT Infrastructure Support","Corporate Services","false","3","A","A3","3","1638957366308000","1672746774425000"
"10789","4060741400007514485","IT Infrastructure Support","Corporate Services","true","3","A","A3","3","1638957366308000","1673623468128000"
"11197","4060741400007514485","IT Infrastructure Support","Corporate Services","false","3","A","A3","3","1638957366308000","1681743307218000"
"10669","4060741400007514487","IT Infrastructure Support","Corporate Services","true","5","A","A5","5","1638957366308000","1638957366308000"
"10782","4060741400007514487","IT Infrastructure Support","Corporate Services","false","5","A","A5","5","1638957366308000","1672746774425000"
"10790","4060741400007514487","IT Infrastructure Support","Corporate Services","true","5","A","A5","5","1638957366308000","1673623468128000"
"11198","4060741400007514487","IT Infrastructure Support","Corporate Services","false","5","A","A5","5","1638957366308000","1681743307218000"
"12288","4060741400007514489","IT Service Management","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
"12289","4060741400007514493","IT Service Management","Other","false","5","B","B5","8","1638957366308000","1638957366308000"
"13022","4060741400007514501","Service Desk","Delivery","true","1","A","A1","1","1638957366308000","1638957366308000"
"12305","4060741400007514510","Software Maintenance","Other","false","4","A","A4","4","1638957366307000","1638957366307000"
"12244","4060741400007533965","UX Design","Other","false","5","A","A5","5","1638957366308000","1638957366308000"
"12267","4060741400007533985","Graphic Design","Other","false","2","A","A2","2","1638957366308000","1638957366308000"
"12275","4060741400007533988","Graphic Design","Other","false","5","A","A5","5","1638957366308000","1638957366308000"
"9619","4060741400007533993","Content Strategy","Delivery","false","4","A","A4","4","1638957366308000","1653466165263000"
"9618","4060741400007533994","Content Strategy","Delivery","false","5","A","A5","5","1638957366308000","1638957366308000"
"8190","4060741400008112855","Human Resources","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"12282","4060741400008307079","Global Mobility","Other","false","2","A","A2","2","1638957366308000","1638957366308000"
"12299","4060741400008307093","Procurement","Other","false","1","A","A1","1","1638957366308000","1638957366308000"
"12309","4060741400008307097","Procurement","Other","false","3","A","A3","3","1638957366308000","1638957366308000"
"13359","4060741400008308470","Process Engineering","Corporate Services","true","2","A","A2","2","1638957366308000","1638957366308000"
"13363","4060741400008308472","Process Engineering","Corporate Services","true","4","A","A4","4","1638957366308000","1638957366308000"
"12301","4060741400008308475","Global Mobility","Other","false","5","A","A5","5","1638957366308000","1638957366308000"
"8475","4060741400008710679","Global Mobility and Travel","Corporate Services","false","4","A","A4","4","1638957366308000","1638957366308000"
"8056","4060741400008918519","Training and Development","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"8244","4060741400008918525","Training and Development","Corporate Services","false","3","A","A3","3","1638957366308000","1638957366308000"
"8300","4060741400008918531","Training and Development","Corporate Services","false","4","A","A4","4","1638957366308000","1638957366308000"
"12342","4060741400008966596","Human Resource Management new","Other","false","4","B","B4","7","1638957366308000","1638957366308000"
"12260","4060741400009009719","Global Travel","Other","false","2","A","A2","2","1638957366307000","1638957366307000"
"12313","4060741400009246277","Scientist","Other","false","1","A","A1","1","1638957366307000","1638957366307000"
"12248","4060741400009246279","Scientist","Other","false","3","A","A3","3","1638957366307000","1638957366307000"
"8459","4060741400009678141","Training and Development","Corporate Services","false","2","A","A2","2","1638957366308000","1638957366308000"
"8297","4060741400009678149","Training and Development","Corporate Services","false","4","A","A4","4","1638957366308000","1638957366308000"
"13550","4060741400010084400","Systems Engineering","Delivery","true","3","A","A3","3","1638957366308000","1638957366308000"
"13552","4060741400010084401","Systems Engineering","Delivery","true","4","A","A4","4","1638957366308000","1638957366308000"
"13443","4060741400010085670","Application Support","Delivery","true","1","A","A1","1","1638957366308000","1638957366308000"
"13318","4060741400010086939","Service Delivery Management","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"12304","4060741400010692880","Financial Audit and Control","Other","false","1","A","A1","1","1638957366307000","1638957366307000"
"13513","4060741400015655723","Administration","Corporate Services","false","3","A","A3","3","1638957366307000","1638957366307000"
"8392","4060741400034406479","Human Resources","Corporate Services","false","1","A","A1","1","1638957366308000","1638957366308000"
"8419","4060741400034406513","Human Resources","Corporate Services","false","5","A","A5","5","1638957366308000","1638957366308000"
"8257","4060741400034466867","Scientific Curation","Delivery","true","2","A","A2","2","1638957366308000","1638957366308000"
"13454","4060741400034466958","Account Management","Business","true","2","B","B2","5","1638957366307000","1638957366307000"
"8262","4060741400034959089","Algorithm Development","Delivery","true","5","A","A5","5","1638957366308000","1638957366308000"
"13437","4060741400035238273","Business Consulting","Consulting","false","1","B","B1","4","1638957366307000","1638957366307000"
"11307","4060741400035343459","Pre-Production Training and Development","Corporate Services","true","4","A","A4","4","1638957366308000","1638957366308000"
"11548","4060741400035343459","Pre-Production Training and Development","Corporate Services","false","4","A","A4","4","1638957366308000","1685994224618000"
"11545","4060741400035343470","Pre-Production Training and Development","Corporate Services","false","2","A","A2","2","1638957366308000","1638957366308000"
"11544","4060741400035343474","Pre-Production Training and Development","Corporate Services","false","3","A","A3","3","1638957366308000","1638957366308000"
"13269","4060741400035375600","Business Development","Business","true","2","B","B2","5","1638957366307000","1638957366307000"
"13270","4060741400035554204","Business Development","Business","false","1","B","B1","4","1638957366307000","1638957366307000"
"8245","4060741400035636715","Service Management","Corporate Services","false","2","B","B2","5","1638957366308000","1638957366308000"
"8462","4060741400035636716","Service Management","Corporate Services","false","3","B","B3","6","1638957366308000","1638957366308000"
"8141","4060741400035636718","Service Management","Corporate Services","false","5","B","B5","8","1638957366308000","1638957366308000"
"8477","4060741400035739709","Finance","Corporate Services","true","5","A","A5","5","1638957366308000","1638957366308000"
"8396","4060741400035843781","Experience Architecture","Delivery","false","1","B","B1","4","1638957366308000","1638957366308000"
"8428","4060741400036089485","Pre-Sales","Business","false","1","A","A1","1","1638957366308000","1638957366308000"
"11456","4060741400036172603","Legal","Corporate Services","true","2","A","A2","2","1638957366307000","1638957366307000"
"11453","4060741400036172604","Legal","Corporate Services","true","3","A","A3","3","1638957366307000","1638957366307000"
"13520","4060741400037194868","Administration","Corporate Services","true","1","A","A1","1","1638957366307000","1638957366307000"
"13519","4060741400037194870","Administration","Corporate Services","true","4","A","A4","4","1638957366307000","1638957366307000"
"9687","4060741400301107716","Data Administration","Delivery","true","2","A","A2","2","1638957366307000","1654674254918000"
"11970","4060741400301107716","Data Administration","Delivery","true","2","A","A2","2","1638957366307000","1654674254918000"
"13389","4060741400309298944","Functional Engineering","Delivery","true","4","A","A4","4","1638957366307000","1638957366307000"
"10921","4060741400311610518","Design","Delivery","true","4","A","A4","4","1638957366307000","1638957366307000"
"13286","4060741400311614144","Design Management","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"13533","4060741400326561491","Corporate Functions Management","Corporate Services","true","1","B","B1","4","1638957366307000","1638957366307000"
"13536","4060741400326561493","Corporate Functions Management","Corporate Services","true","3","B","B3","6","1638957366307000","1638957366307000"
"13534","4060741400326561495","Corporate Functions Management","Corporate Services","true","5","B","B5","8","1638957366307000","1638957366307000"
"13052","4060741400336176272","Sales Enablement","Business","true","2","A","A2","2","1638957366307000","1638957366307000"
"13070","4060741400336176273","Sales Enablement","Business","true","3","A","A3","3","1638957366307000","1638957366307000"
"13060","4060741400336176274","Sales Enablement","Business","true","4","A","A4","4","1638957366307000","1638957366307000"
"8411","4060741400376211715","Physical Technology Development","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"8410","4060741400376211717","Physical Technology Development","Delivery","true","5","A","A5","5","1638957366307000","1638957366307000"
"12174","4060741400376470171","Software Engineering in Test","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"11004","5","Custom","Other","false","","O","O","0","1638957366307000","1638957366307000"
"13516","7","Administration","Corporate Services","false","1","A","A1","1","1638957366307000","1638957366307000"
"12324","8","Global Delivery","Other","false","1","B","B1","4","1638957366308000","1638957366308000"
