"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"1013022","4060741400009430797","true","false","false","","Competency","Chemistry","https://en.wikipedia.org/wiki/Chemistry","7770000000000102233","1577836800000000","1706877579564000"
"1000312","7770000000000102681","true","false","false","","Competency","People Services - People Operations","","7770000000000105490","1577836800000000","1706877579564000"
"1002102","7770000000000103646","true","false","false","","Competency","People Services - Mobility","","7770000000000105490","1577836800000000","1706877579564000"
"1009878","7770000000000107203","true","false","false","","Competency","People Management - Mobility","","7770000000000105490","1577836800000000","1706877579564000"
"1015449","4060741400034435064","true","true","true","","Competency","Medicine","","7770000000000152969","1577836800000000","1709203042348000"
"999169","4060741400037618050","true","false","true","","Competency","Salesforce","https://www.thestreet.com/technology/what-is-salesforce-14796378","7770000000000287804","1577836800000000","1706877579564000"
"1014391","4060741400376314386","true","true","true","","Competency","People Experience and Programs","","7770000000000105490","1577836800000000","1709203042348000"
"1009977","7770000000000107372","true","false","false","","Competency","People Management - People Partnership","","7770000000000105490","1577836800000000","1706877579564000"
"1010071","7770000000000107507","true","false","false","","Competency","People Management - People Operations","","7770000000000105490","1577836800000000","1706877579564000"
"1013265","7770000000000112450","true","false","false","","Competency","Adaptability","","7770000000000110669","1577836800000000","1706877579564000"
"997892","7770000000000117476","true","false","false","","Skill","Salesforce Developer Console","https://help.salesforce.com/articleView?id=sf.code_dev_console.htm&type=5","7770000000000117479","1626251031753000","1706877579564000"
"992930","7770000000000285176","true","false","false","","Competency","Corporate ESG","","7770000000000113061","1658840130722000","1706877579564000"
"992142","7770000000000485654","true","false","false","","Skill","Vespa","https://vespa.ai","4060741400007930501","1664195865912000","1706877579564000"
"993183","7770000000001295153","true","false","false","","Skill","Vlocity Build Tool","https://github.com/vlocityinc/vlocity_build","7770000000000117148","1671145531821000","1706877579564000"
"1014386","7770000000002664342","true","false","false","","Skill","Copado CRT","https://www.copado.com/product-overview/copado-robotic-testing","7770000000000117471","1694433160185000","1709203042348000"
"998476","7770000000002664350","true","false","false","","Skill","Chemistry in IT","","4060741400009430793","1694515897829000","1706877579564000"
"998477","7770000000002664351","true","false","false","","Skill","Biology in IT","","4060741400009430793","1694517120159000","1706877579564000"
"998909","7770000000002725781","true","false","false","","Skill","Salesforce Insurance","","7770000000000552712","1701775478182000","1706877579564000"
"1009594","4060741400007930644","true","false","false","","Skill","JSON-RPC","https://en.wikipedia.org/wiki/JSON-RPC","4060741400302356123","1577836800000000","1706877579564000"
"1002031","4060741400034435062","true","true","true","","Competency","Biology","","7770000000000152969","1577836800000000","1706877579564000"
"999288","4060741400376069076","true","false","false","","Skill","Boomi Master Data Hub","https://boomi.com/platform/master-data-hub/","7770000000000109942","1577836800000000","1706877579564000"
"992782","7770000000000101004","true","false","false","","Skill","Laravel","https://en.wikipedia.org/wiki/Laravel","4060741400007197454","1602189758487000","1706877579564000"
"999661","7770000000000102239","true","false","false","","Skill","gRPC","https://grpc.io/","7770000000000115582","1577836800000000","1706877579564000"
"1005187","7770000000000104837","true","false","false","","Competency","Social Intelligence","https://www.researchgate.net/publication/242348465","7770000000000108086","1588948772836000","1706877579564000"
"1005478","7770000000000104948","true","false","false","","Skill","Emotional self-control","https://www.lexico.com/definition/emotional_intelligence","7770000000000105293","1586754254756000","1706877579564000"
"1005510","7770000000000104958","true","false","false","","Competency","People Services - People Experience and Programs","","7770000000000105490","1577836800000000","1706877579564000"
"1009906","7770000000000107257","true","false","false","","Skill","Stress tolerance","https://www.verywellmind.com/distress-tolerance-2797294","7770000000000105293","1587479034513000","1706877579564000"
"1000297","7770000000000116541","true","false","false","","Competency","High-performance computing (HPC)","https://en.wikipedia.org/wiki/High-throughput_computing","7770000000000111851","1621344552945000","1706877579564000"
"1015273","7770000000000150824","true","true","true","","Competency","Telephony and Telecommunications","","7770000000000488858","1635838096402000","1709203042348000"
"992516","7770000000000299070","true","false","false","","Competency","Social Innovation [ESG]","","7770000000000299072","1662647295913000","1706877579564000"
"992092","4060741400006657544","true","false","false","","Skill","Games Salad","","4060741400007399735","1577836800000000","1706877579564000"
"1010485","4060741400007930766","true","false","false","","Skill","XML-RPC","https://en.wikipedia.org/wiki/XML-RPC","4060741400007197459","1577836800000000","1706877579564000"
"1009073","4060741400009430792","true","false","false","","Competency","Biology","https://www.rsb.org.uk/images/pdf/What_is_Biology_RSB_definition_poster.pdf","7770000000000102233","1577836800000000","1706877579564000"
"1002519","4060741400034435063","true","true","true","","Competency","Chemistry","","7770000000000152969","1577836800000000","1706877579564000"
"1001195","7770000000000115265","true","false","false","","Skill","Giving Feedback","","7770000000000108086","1611056999033000","1706877579564000"
"997849","7770000000000120666","true","false","false","","Skill","Salesforce Object and Fields Architecture","https://hkrtrainings.com/data-modelling-in-salesforce","7770000000000116041","1626792259951000","1706877579564000"
"1015271","7770000000000150828","true","true","true","","Competency","Endpoint Configuration Management","","7770000000000150815","1635838165336000","1709203042348000"
"993218","7770000000001344129","true","false","false","","Skill","Boomi Data Catalog","https://boomi.com/platform/data-catalog-and-preparation/#/706e6e","7770000000001145108","1671218308370000","1706877579564000"
"998478","7770000000002664352","true","false","false","","Skill","Medicine in IT","","4060741400009430793","1694517628419000","1706877579564000"
"998179","7770000000002659592","true","false","false","","Skill","Ahrefs","https://ahrefs.com","7770000000000287806","1692781543146000","1706877579564000"
"998467","7770000000002664341","true","false","false","","Skill","DocuSign CLM","https://www.docusign.com/products/clm","7770000000002664346","1694433118088000","1706877579564000"
"998691","7770000000002721827","true","false","false","","Skill","Google Search Console","https://search.google.com/search-console/about","7770000000000112246","1700128803196000","1706877579564000"
"1013797","7770000000002737122","true","false","false","","Skill","Understanding Search Intent","","7770000000002737120","1707926663719000","1708114672382000"
"1013805","7770000000002737130","true","false","false","","Skill","Migration Maps","","7770000000002737129","1707928725278000","1708114672382000"
"1007459","33","true","false","false","","Skill","XML/XSL/XSLT","https://www.ques10.com/p/29993/what-is-xml-xpath-xsl-and-xslt-explain-with-an-exa/","4060741400007197467","1577836800000000","1706877579564000"
"999173","7770000000000101445","true","false","false","","Skill","Grit","","7770000000000110669","1586497574545000","1706877579564000"
"1001396","7770000000000103274","true","false","false","","Skill","SAS Data Integration Studio","http://documentation.sas.com/doc/en/etlug/4.904/n0o751my1o62v6n1a6scrbzy9pba.htm","4060741400327177222","1577836800000000","1706877579564000"
"1009514","7770000000000106781","true","false","false","","Skill","Sitecore Headless Services","","7770000000000512220","1597315954202000","1706877579564000"
"1008990","7770000000000113273","true","false","false","","Skill","Salesforce B2B Commerce Cloud","https://www.salesforce.com/eu/products/commerce-cloud/b2b-ecommerce/","4060741400329651106","1597401960603000","1706877579564000"
"996398","7770000000000159440","true","false","false","","Competency",".Net ORM Technologies","","4060741400007930684","1638207171188000","1706877579564000"
"993128","7770000000000802291","true","false","false","","Skill","Games Design","","4060741400035556832","1670334394971000","1706877579564000"
"997201","7770000000002650139","true","false","false","","Skill","Provar","https://www.provartesting.com/","7770000000001764574","1689670624913000","1706877579564000"
"1013810","7770000000002737135","true","false","false","","Skill","HTML Rendering","","7770000000002737129","1707929921750000","1708114672382000"
"1013816","7770000000002737141","true","false","false","","Competency","Quantum Processors","","7770000000000287808","1708028726097000","1708114672382000"
"1001835","4060741400009430796","true","false","false","","Competency","Cheminformatics domain expertise","https://pubmed.ncbi.nlm.nih.gov/18428788/","4060741400009430793","1577836800000000","1706877579564000"
"999835","4060741400009430801","true","false","false","","Competency","Medicine","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3190445/","7770000000000109270","1577836800000000","1706877579564000"
"1008875","4060741400334318258","true","false","false","","Skill","Internationalization (I18n), Globalization (G11n), Localization (L10n) Testing","","7770000000000102809","1577836800000000","1706877579564000"
"1012853","4060741400376610179","true","false","false","","Skill","Inclusion and Diversity Programs","","4060741400007197518","1577836800000000","1706877579564000"
"1009983","7770000000000107380","true","false","false","","Competency","People Management - Travel","","7770000000000105490","1577836800000000","1706877579564000"
"1012418","7770000000000111237","true","false","false","","Skill","NATS","https://en.wikipedia.org/wiki/NATS_Messaging","7770000000000115574","1598867660861000","1706877579564000"
"1014996","7770000000000111237","true","false","false","","Skill","NATS","https://en.wikipedia.org/wiki/NATS_Messaging","4060741400007604137","1598867660861000","1709203042348000"
"1013039","7770000000000112191","true","false","true","","Skill","Spring Integration","https://en.wikipedia.org/wiki/Spring_Integration","7770000000000100455","1577836800000000","1706877579564000"
"1014730","7770000000000112191","true","false","true","","Skill","Spring Integration","https://en.wikipedia.org/wiki/Spring_Integration","4060741400007923450","1577836800000000","1709203042348000"
"1013195","7770000000000112546","true","false","false","","Skill","Diplomacy","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjl1rrYweP3AhXxsIsKHbR6DZgQFnoECEMQAQ&url=https%3A%2F%2Fwww.csu.edu%2Fhumanresources%2Fempdev%2Fdocuments%2FDiplomacy.pdf&usg=AOvVaw3t66sn4eyQ_rptBpkUDxVX","7770000000000110051","1588950032484000","1706877579564000"
"1014341","7770000000002664332","true","false","false","","Skill","Salesforce CLI","","7770000000000122168","1694432423398000","1709203042348000"
"998464","7770000000002664338","true","false","false","","Skill","Conga Basic ( Templates/ Composer)","https://conga.com/products/conga-composer","7770000000002664346","1694432891099000","1706877579564000"
"998910","7770000000002725782","true","false","false","","Skill","Semrush","https://www.semrush.com/","176","1701846197878000","1706877579564000"
"998917","7770000000002727693","true","false","false","","Skill","Screaming Frog","https://www.screamingfrog.co.uk/","176","1702473898079000","1706877579564000"
"1013322","7770000000002732344","true","false","false","","Skill","OpenAI API","https://openai.com/blog/openai-api","7770000000000285201","1704892889307000","1707480117573000"
"1013767","7770000000002732344","true","false","false","","Skill","OpenAI API","https://openai.com/blog/openai-api","7770000000000112246","1704892889307000","1708114672382000"
"1013796","7770000000002737121","true","false","false","","Skill","Understanding Entities","","7770000000002737120","1707926611301000","1708114672382000"
"1015500","7770000000000117479","true","false","false","","Skill","Salesforce Developer Tools","","7770000000000117471","1626251727301000","1709203042348000"
"1015503","7770000000000117480","true","false","false","","Skill","Salesforce Admin Tools","","7770000000000117471","1626251961121000","1709203042348000"
"993982","7770000000000210187","true","false","false","","Competency","Setting SMART Goals and Objectives","https://www.atlassian.com/blog/productivity/how-to-write-smart-goals","7770000000000150811","1651155445868000","1706877579564000"
"993539","7770000000000265434","true","false","false","","Skill","Account Engagement (Pardot)","https://www.salesforce.com/products/marketing-cloud/marketing-automation/","4060741400329651111","1654384297339000","1706877579564000"
"992358","7770000000000500857","true","false","false","","Skill","Salesforce Data Cloud","https://www.salesforce.com/products/marketing-cloud/customer-data-platform/","4060741400329651111","1665591553543000","1706877579564000"
"992719","7770000000002717101","true","false","false","","Competency","Kotlin Security","","4060741400380122495","1697558817066000","1706877579564000"
"1009700","4060741400006893993","true","false","false","","Skill","OData","https://en.wikipedia.org/wiki/Open_Data_Protocol","4060741400007197459","1577836800000000","1706877579564000"
"1014970","4060741400035472967","true","true","true","","Competency","Games Development","","4060741400035556832","1577836800000000","1709203042348000"
"1010297","4060741400327334194","true","false","false","","Skill","SAS Data Integration Server","https://www.sas.com/content/dam/SAS/en_us/doc/factsheet/sas-data-integration-server-104166.pdf","4060741400327177222","1577836800000000","1706877579564000"
"1010605","4060741400354970894","true","false","false","","Skill","Games localization","","4060741400035556832","1577836800000000","1706877579564000"
