"_offset","id","candidate_type","candidate_id","status","interviewer_id","location","logged","media_available","run_type","type","media_status","invite_answer_status","_created_micros","_updated_micros"
"4175","76615268536069124666795993971770458080420395","Applicant","810643140187110571138392588944357805125","SCHEDULED","1378358872108290175829379535975886803141","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706700840000000","1706747875000200"
"4176","43818776900055479405461837972671099789850834625595","Applicant","97856570127623996926347150448942981077","REQUESTED","","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706701560000000","1706761633000100"
"4177","3496072156566743229870237756851673743","Applicant","9615397039077121495120036308455979001196793","REQUESTED","","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706610660000000","1706763822000100"
"4178","16897856561047478111929922700338459661744","Applicant","054650320256645472080843117647319850","REQUESTED","532636183278122105173517467773359380","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706195820000000","1706766076000100"
"4179","43818776900055479405461837972671099789850834625595","Applicant","97856570127623996926347150448942981077","SCHEDULED","565892481727858646456535726142556799","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706701560000000","1706769356000200"
"4180","162241023109539530310659648947924484384151","Applicant","120951927495962058558778076961156224","SCHEDULED","570517235829768072337419819319376543469143","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","","1706769840000000","1706769901000200"
"4181","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","SCHEDULED","1560989405221085462835835641536904816","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706264580000000","1706770701698200"
"4182","9899541451873313379630573387212731923","Applicant","507860512704686511738194767949564961","SCHEDULED","5502549227618790677728982309058419068","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1705935300000000","1706770846000200"
"4183","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","IN_PROGRESS","1560989405221085462835835641536904816","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706264580000000","1706771100000300"
"4184","2187499814703650719635843163690944532652616","Applicant","0223365917252687262500621262342816","SCHEDULED","09292379004179628946200168089565137339072","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706600520000000","1706771523000200"
"4185","36904725628428840782244060023675426695","Applicant","70070248203234823874595361839893667667755","SCHEDULED","70165928179212484586770058853134870228595","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","","1706582400000000","1706771632000200"
"4186","85901316715474742667127961919411320019508906","Applicant","9744505012861975949351660766951380812","CANCELLED","","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706626380000000","1706772463000600"
"4187","97110544707066089240075838296251097002","Applicant","46733462238618923241058927893599429730","DRAFT","","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706773380000000","1706773391000100"
"4188","289549217653243048862728064000736745","Applicant","875166324936828382561094617596245018256","SCHEDULED","8884036225429881881997556303306969689684561","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1705892100000000","1706774349913200"
"4189","289549217653243048862728064000736745","Applicant","875166324936828382561094617596245018256","IN_PROGRESS","8884036225429881881997556303306969689684561","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1705892100000000","1706774384773300"
"4190","0183747412343512665662367080124855843906","Applicant","331458069609751131769292234451125923803362445","REQUESTED","","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706612880000000","1706775247000100"
"4191","1266228521218839463696244889341543","Applicant","7279619099424279974686977402805742150503164","DRAFT","532636183278122105173517467773359380","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706775720000000","1706775753000100"
"4192","1266228521218839463696244889341543","Applicant","7279619099424279974686977402805742150503164","REQUESTED","532636183278122105173517467773359380","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706775720000000","1706775755000100"
"4193","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","PENDING_FEEDBACK","1560989405221085462835835641536904816","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706264580000000","1706776203000400"
"4194","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","PENDING_FEEDBACK","1560989405221085462835835641536904816","MS_TEAMS","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1706264580000000","1706776205000400"
"4195","4856886449723651663689168447238311109269949","Applicant","942517935775412144780728774539328755","SCHEDULED","73281516065909579521576593121672853399682026","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706693880000000","1706776723653200"
"4196","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","PENDING_FEEDBACK","1560989405221085462835835641536904816","MS_TEAMS","false","false","ONLINE","Technical","PROCESSING","ACCEPTED","1706264580000000","1706776823000400"
"4197","78123271719290126324845720814320467204","Applicant","0071829063073430947548157763370256113","PENDING_FEEDBACK","1560989405221085462835835641536904816","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1706264580000000","1706777101000400"
"4198","081799640071071924735474663711394801","Applicant","0223365917252687262500621262342816","SCHEDULED","09292379004179628946200168089565137339072","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706776260000000","1706777521000200"
"4199","4126881153052596708776459957704104450763","Applicant","466803176512860968834349836438353391315960","SCHEDULED","37159942427498604214603677505557687","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1705929600000000","1706777884499200"
"4200","4126881153052596708776459957704104450763","Applicant","466803176512860968834349836438353391315960","IN_PROGRESS","37159942427498604214603677505557687","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1705929600000000","1706778027682300"
"4201","5966925021839961102986450109690605890","Applicant","675987868115577588503422307736466216820009889","SCHEDULED","52067948706396188802287721296151674786","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","DECLINED","1706630880000000","1706778101000200"
"4202","8576696713308450922460337576692752414273689023","Applicant","493643231278904686133546418785348493273","SCHEDULED","97214077053857669388095642301272535103856374","INTERVIEW_PLATFORM","false","false","ONLINE","Project","NO_MEDIA","ACCEPTED","1706622660000000","1706778236000200"
"4203","3496072156566743229870237756851673743","Applicant","9615397039077121495120036308455979001196793","REQUESTED","288473104512238592939219739801995975416272849","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706610660000000","1706778811000100"
"4204","87991050311648352035905892355366576316","Applicant","7385399300865000931121528260217586618922390019640","SCHEDULED","60432157269623806334890261395819328080","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706696340000000","1706779740020200"
"4205","5085645316780269408308612010689509019","Applicant","453506894020628110038452028004653811480","SCHEDULED","026919606049733367938290286520571443","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706263080000000","1706779770490200"
"4206","44512366286053545133352455208600372220616","Applicant","70805588375422994732382146856194006433872","SCHEDULED","8192768408600863606234610598859300654363461","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706609880000000","1706779811433200"
"4207","87991050311648352035905892355366576316","Applicant","7385399300865000931121528260217586618922390019640","IN_PROGRESS","60432157269623806334890261395819328080","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706696340000000","1706780100000300"
"4208","5085645316780269408308612010689509019","Applicant","453506894020628110038452028004653811480","IN_PROGRESS","026919606049733367938290286520571443","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706263080000000","1706780184841300"
"4209","474384808763142206943839987886388735081060238","Applicant","869753140249969966974678405684593248921909398","DRAFT","174935805621969013558066133117526114","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706780400000000","1706780405000100"
"4210","289549217653243048862728064000736745","Applicant","875166324936828382561094617596245018256","IN_PROGRESS","8884036225429881881997556303306969689684561","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1705892100000000","1706780450000300"
"4211","289549217653243048862728064000736745","Applicant","875166324936828382561094617596245018256","PENDING_FEEDBACK","8884036225429881881997556303306969689684561","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1705892100000000","1706780452000400"
"4212","8576696713308450922460337576692752414273689023","Applicant","493643231278904686133546418785348493273","IN_PROGRESS","97214077053857669388095642301272535103856374","INTERVIEW_PLATFORM","false","false","ONLINE","Project","NO_MEDIA","ACCEPTED","1706622660000000","1706780536391300"
"4213","8576696713308450922460337576692752414273689023","Applicant","493643231278904686133546418785348493273","IN_PROGRESS","97214077053857669388095642301272535103856374","INTERVIEW_PLATFORM","false","false","ONLINE","Project","RECORDING_ON_THE_WAY","ACCEPTED","1706622660000000","1706780569000300"
"4214","8576696713308450922460337576692752414273689023","Applicant","493643231278904686133546418785348493273","PENDING_FEEDBACK","97214077053857669388095642301272535103856374","INTERVIEW_PLATFORM","false","false","ONLINE","Project","RECORDING_ON_THE_WAY","ACCEPTED","1706622660000000","1706780569000400"
"4215","8576696713308450922460337576692752414273689023","Applicant","493643231278904686133546418785348493273","COMPLETED","97214077053857669388095642301272535103856374","INTERVIEW_PLATFORM","false","false","ONLINE","Project","RECORDING_ON_THE_WAY","ACCEPTED","1706622660000000","1706780611000500"
"4216","3496072156566743229870237756851673743","Applicant","9615397039077121495120036308455979001196793","SCHEDULED","288473104512238592939219739801995975416272849","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1706610660000000","1706780615000200"
"4217","338273345489008328723393991032011662267233016","Applicant","443292549691108692112044167805301616142","SCHEDULED","328483239587749830272313245709973952773156383408","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706280900000000","1706781325618200"
"4218","338273345489008328723393991032011662267233016","Applicant","443292549691108692112044167805301616142","IN_PROGRESS","328483239587749830272313245709973952773156383408","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706280900000000","1706781529799300"
"4219","2883102673643918627172337210647259628213684974","Applicant","236605991501170982173668034838204374010","SCHEDULED","3957710349592953872593174519749282483363720","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706267040000000","1706781579571200"
"4220","2883102673643918627172337210647259628213684974","Applicant","236605991501170982173668034838204374010","IN_PROGRESS","3957710349592953872593174519749282483363720","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706267040000000","1706781585058300"
