"_offset","id","candidate_type","candidate_id","status","interviewer_id","location","logged","media_available","run_type","type","media_status","invite_answer_status","_created_micros","_updated_micros"
"92476","4917853735706188723923540767878209615595134","Applicant","09567007259371524675686916512952821977556817493","COMPLETED","1752653264644974031338091948203639877186","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","","1726728240000000","1735702628000500"
"92477","0619087403223071736945848466420619879865427735","Applicant","28823114647335134801813425267707891637","COMPLETED","0532684910318181975624044730850397330746049","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727197200000000","1735707408000500"
"92478","0000714387275462543106777120585281667","Applicant","8449914528402181738516654206170879535153","CANCELLED","628197443133296554842221939394482139523983","INTERVIEW_PLATFORM","false","false","ONLINE","Project","NO_MEDIA","","1733119140000000","1735711200000600"
"92479","1171487092985705953062919080592430785107716","Applicant","80138151075342107670928862248357764202419713","COMPLETED","532636183278122105173517467773359380","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1726573320000000","1735711326000500"
"92480","23784922872133547511214284765322555014469","Applicant","752469416957669462535148997877463577202591","COMPLETED","802012967496677160681074757374390613234","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727172180000000","1735711386000500"
"92481","0781366741757643388356284277733452409189552","Applicant","8201914035986461119519073038805367553538963","COMPLETED","62133592190391267780875688656566304107","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1726227120000000","1735711387000500"
"92482","1830383906068245690380504706955627856493716","Applicant","86031829322463532909523525122676598514173","CANCELLED","446946316190855427631834290005161564070","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727178180000000","1735711406000600"
"92483","5408619934454284687739180956629759035","Applicant","11598920075956460176648323870092993359669","COMPLETED","85290891984652593357596136087555383769024280112","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727438400000000","1735711407000500"
"92484","625372349139397230269349545120106271105319","Applicant","123069665276294866878654524059642257234416","COMPLETED","708732533304642987556932774574108","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727350860000000","1735711408000500"
"92485","32141900053412951493423483526541175","Applicant","3629327986389206837772521483372790257419670","COMPLETED","96674012559801992311756962211471989458902","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727420340000000","1735711424000500"
"92486","6530389503759842277340812667227458442","Applicant","9278597692431593537587932266074003987241477","COMPLETED","91125847651412335746739706184440124267","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1727859180000000","1735711577000500"
