"_offset","id","candidate_type","candidate_id","status","interviewer_id","location","logged","media_available","run_type","type","media_status","invite_answer_status","_created_micros","_updated_micros"
"30014","066868980575075167557563075770501471","Applicant","340967268940573055779137935591742390050","SCHEDULED","98188056248474986952388074404799845379995","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1717122600000000","1717210957282200"
"30015","066868980575075167557563075770501471","Applicant","340967268940573055779137935591742390050","IN_PROGRESS","98188056248474986952388074404799845379995","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1717122600000000","1717211100000300"
"30016","066868980575075167557563075770501471","Applicant","340967268940573055779137935591742390050","PENDING_FEEDBACK","98188056248474986952388074404799845379995","MS_TEAMS","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1717122600000000","1717216200000400"
"30017","066868980575075167557563075770501471","Applicant","340967268940573055779137935591742390050","PENDING_FEEDBACK","98188056248474986952388074404799845379995","MS_TEAMS","false","false","ONLINE","Technical","PROCESSING","ACCEPTED","1717122600000000","1717216334000400"
"30018","066868980575075167557563075770501471","Applicant","340967268940573055779137935591742390050","PENDING_FEEDBACK","98188056248474986952388074404799845379995","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1717122600000000","1717216500000400"
"30019","334117810711179890776946475830821","Applicant","9930590053780052702235712803453332","PENDING_FEEDBACK","321578920476824006687797637562857845","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1716820500000000","1717239600000400"
"30020","4025806376072257746701280063175058199346144312","Applicant","66306818870311235894024829820010641518","COMPLETED","453356822745901676550225921526062928769865","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1708687920000000","1717300813000500"
"30021","474682406967578597022399419810625168893340","Applicant","653559521220460901401005522629594026267","COMPLETED","0661142476069100684687841824494","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1708524240000000","1717300813000500"
"30022","91470013851729652365191811191546314681","Applicant","33302095575131372063928168654171779719894586150","SCHEDULED","0595979277739768328123774658993982341703968","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1717147320000000","1717315219215200"
"30023","0050584155421625971253850629205100723875","Applicant","4647788496851723842764598779374440893783803","SCHEDULED","9676039759596090800980128061214771148767","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","DECLINED","1716994260000000","1717315385000200"
"30024","97421367551631497263595160281452157","Applicant","92427582253990896465117282225369304526","SCHEDULED","954421625843972152604947527611784755805","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1716554640000000","1717329419193200"
"30025","97421367551631497263595160281452157","Applicant","92427582253990896465117282225369304526","IN_PROGRESS","954421625843972152604947527611784755805","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1716554640000000","1717334273504300"
"30026","97421367551631497263595160281452157","Applicant","92427582253990896465117282225369304526","IN_PROGRESS","954421625843972152604947527611784755805","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1716554640000000","1717334320000300"
"30027","97421367551631497263595160281452157","Applicant","92427582253990896465117282225369304526","PENDING_FEEDBACK","954421625843972152604947527611784755805","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1716554640000000","1717334321000400"
"30028","97421367551631497263595160281452157","Applicant","92427582253990896465117282225369304526","COMPLETED","954421625843972152604947527611784755805","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","RECORDING_ON_THE_WAY","ACCEPTED","1716554640000000","1717334353000500"
"30029","27087028673319332123088818035111790","Applicant","962325369623650836971862754492249969488485","COMPLETED","31367298570022831111082411155259685905020","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1706634900000000","1717372914000500"
"30030","913013580245261246637428599279454889358110","Applicant","5834050907438396922638238207141626294501","COMPLETED","67181199811274184375490295750019447645011565512","INTERVIEW_PLATFORM","false","true","ONLINE","Project","DONE","ACCEPTED","1707912900000000","1717373028000500"
"30031","9381506944146648830406851884114101727543","Applicant","175120207619623805210177696833729153178250960","COMPLETED","5909814850811672486222172328768621318023","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1709024100000000","1717373126000500"
"30032","75202967022056811213696401802138943936491762","Applicant","92310789839330083569391578025896584213069","COMPLETED","1674579037829951300430369851588591112110","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1709536860000000","1717373157000500"
"30033","7008720442082586894571265520144756854736","Applicant","3891947090040202489628221126196212","CANCELLED","58991724514369163525615525051428782149","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1709140140000000","1717373180000600"
"30034","626685242515188711262835128981763944","Applicant","0182931553383193654862103476175473567","COMPLETED","412938849694593350043645040145064332741448007","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1708609020000000","1717373199000500"
"30035","137004578829973276786168957097305599946229","Applicant","20379482808258454086684088027691638","PENDING_FEEDBACK","6642705582842228976259313547569735528353","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1707759960000000","1717373329000400"
"30036","0366815577519288637282521208371947754744935","Applicant","20379482808258454086684088027691638","CANCELLED","6642705582842228976259313547569735528353","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1707750660000000","1717373329000600"
"30037","6259848695283621544422218422574080","Applicant","613235063351814134137802230432878219","CANCELLED","37266854169178557359982696805515253","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1709118600000000","1717373419000600"
"30038","9152045273902864820160196733221076657356","Applicant","618387141020494520417192754427173842652608","COMPLETED","957196376738074746787276533466015273571","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1708605300000000","1717373420000500"
"30039","277568568852339816474528291844709251948961","Applicant","9648596915682920247068238040887237719229","COMPLETED","81841312365195540056415278606498007395","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1707139920000000","1717376435000500"
"30040","410542736652073781075537577971164314478627709","Applicant","9648596915682920247068238040887237719229","CANCELLED","81841312365195540056415278606498007395","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1706617620000000","1717376435000600"
"30041","5721366079515954456089937287246200077541674","Applicant","3891947090040202489628221126196212","CANCELLED","37980955538183196929225782149693633","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","ACCEPTED","1707509760000000","1717376588000600"
"30042","6811393196141405803329104752394670","Applicant","88602825252928761588421316090393951262129","COMPLETED","87408510055441057511843565568217407844","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1709546880000000","1717380105000500"
"30043","0930119804015208421197086402190361112535","Applicant","3359005039495837465592441606931286732319","CANCELLED","90429310030420634625668319191463811625729713","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1709119860000000","1717380115000600"
"30044","88719587087812405771658098955020029790028","Applicant","2672220023738577125829372703719384244","COMPLETED","8146941079492849264003701009139095927","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1709312460000000","1717380154000500"
"30045","79157540644288015097615636932003518212","Applicant","4647788496851723842764598779374440893783803","DRAFT","9676039759596090800980128061214771148767","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1717382580000000","1717382615000100"
"30046","79157540644288015097615636932003518212","Applicant","4647788496851723842764598779374440893783803","REQUESTED","9676039759596090800980128061214771148767","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1717382580000000","1717382616000100"
